dbfile	key	version	category	folder	speaker	mission	trung_cn	anh_en	nhat_jp	viet_vi
lang_area.db	119	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/北落野流程战斗空气墙			test/Tường khí chiến đấu tiến trình Bắc Lạc Dã
lang_area.db	12	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			虎口山脉	Hukou, the Tiger's Maw	虎口の山脈	Sơn Mạch Hổ Khẩu
lang_area.db	120	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/北落野流程战斗空气墙			test/Tường khí chiến đấu tiến trình Bắc Lạc Dã
lang_area.db	121	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/北落野流程战斗空气墙			test/Tường khí chiến đấu tiến trình Bắc Lạc Dã
lang_area.db	122	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/北落野流程战斗空气墙			test/Tường khí chiến đấu tiến trình Bắc Lạc Dã
lang_area.db	123	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/北落野流程战斗空气墙			test/Tường khí chiến đấu tiến trình Bắc Lạc Dã
lang_area.db	124	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/北落野流程空气墙			test/Tường khí tiến trình Bắc Lạc Dã
lang_area.db	125	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/北落野流程空气墙			test/Tường khí tiến trình Bắc Lạc Dã
lang_area.db	126	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			北落之谷			Bắc Lạc Chi Cốc
lang_area.db	127	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			悬浮废墟			Phế Tích Huyền Phù
lang_area.db	128	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			无冠者之像			Tượng Vô Quan Giả
lang_area.db	129	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			破碎湾岛			Đảo Phá Toái Loan
lang_area.db	13	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			奥尔琴岛	Zero Point Research Station	原点研究所	Trạm Nghiên Cứu Nguyên Điểm
lang_area.db	130	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/北落野流程大空气墙			test/Tường khí lớn tiến trình Bắc Lạc Dã
lang_area.db	131	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/TD测试用例空气墙			test/Tường khí trường hợp thử nghiệm TD
lang_area.db	132	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/93-TD测试空气墙			test/Tường khí thử nghiệm 93-TD
lang_area.db	133	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	134	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	135	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	136	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	137	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	138	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	139	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	14	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			乘霄山			Núi Thừa Tiêu
lang_area.db	140	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	141	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	142	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	143	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	144	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	145	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	146	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	147	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎副本空气墙1			test/Tường khí phụ bản Kỵ Viêm 1
lang_area.db	148	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎角色任务用空气墙			test/Tường khí dùng cho nhiệm vụ nhân vật Kỵ Viêm
lang_area.db	149	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/忌炎角色任务用空气墙			test/Tường khí dùng cho nhiệm vụ nhân vật Kỵ Viêm
lang_area.db	15	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/无冠者空气墙			test/Tường khí Vô Quan Giả
lang_area.db	16	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/主线第一个触发区域			test/Khu vực kích hoạt chủ tuyến thứ nhất
lang_area.db	17	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/主线第二个触发区域			test/Khu vực kích hoạt chủ tuyến thứ hai
lang_area.db	18	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷新手空气墙1			test/Tường khí tân thủ Vân Lăng Cốc 1
lang_area.db	19	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷新手空气墙2			test/Tường khí tân thủ Vân Lăng Cốc 2
lang_area.db	2	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			云陵谷	Gorges of Spirits	雲陵谷	Vân Lăng Cốc
lang_area.db	20	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷新手空气墙3			test/Tường khí tân thủ Vân Lăng Cốc 3
lang_area.db	21	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷新手空气墙4			test/Tường khí tân thủ Vân Lăng Cốc 4
lang_area.db	22	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷新手空气墙5			test/Tường khí tân thủ Vân Lăng Cốc 5
lang_area.db	23	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷新手空气墙6			test/Tường khí tân thủ Vân Lăng Cốc 6
lang_area.db	24	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷新手空气墙7			test/Tường khí tân thủ Vân Lăng Cốc 7
lang_area.db	25	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷新手空气墙8			test/Tường khí tân thủ Vân Lăng Cốc 8
lang_area.db	26	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷出口空气墙			test/Tường khí lối ra Vân Lăng Cốc
lang_area.db	27	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/遗落原乡支线空气墙			test/Tường khí nhiệm vụ phụ Di Lạc Nguyên Hương
lang_area.db	28	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷新手空气墙9			test/Tường khí tân thủ Vân Lăng Cốc 9
lang_area.db	29	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/主线第一二章限制区域空气墙			test/Tường khí khu vực giới hạn chương 1-2 chủ tuyến
lang_area.db	3	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			天城	Tiancheng	天城	Thiên Thành
lang_area.db	30	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/遗落原乡宽线性空气墙			test/Tường khí tuyến tính rộng Di Lạc Nguyên Hương
lang_area.db	31	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/遗落原乡宽线性空气墙2			test/Tường khí tuyến tính rộng Di Lạc Nguyên Hương 2
lang_area.db	32	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/遗落原乡宽线性BOSS战空气墙			test/Tường khí trận chiến BOSS tuyến tính rộng Di Lạc Nguyên Hương
lang_area.db	33	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/云陵谷乌龟空气墙			test/Tường khí Rùa Vân Lăng Cốc
lang_area.db	34	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/皇龙国家地理怪物空气墙			test/Tường khí quái vật địa lý quốc gia Hoàng Long
lang_area.db	35	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/秧秧角色任务用空气墙			test/Tường khí dùng cho nhiệm vụ nhân vật Ương Ương
lang_area.db	36	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			城郊	Outskirt	城外	Ngoại Ô
lang_area.db	37	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			工业区	Industrial Area	工業区域	Khu Công Nghiệp
lang_area.db	38	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			天城城区	Tiancheng Urban Area	天城生活区域	Khu Đô Thị Thiên Thành
lang_area.db	39	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			中枢指挥厅	Center Comand Hall	中枢指揮庭	Sảnh Chỉ Huy Trung Tâm
lang_area.db	4	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			中曲台地	Central Plains	中部台地	Trung Khúc Đài Địa
lang_area.db	40	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			潮生崖	Tide Rising Cliff	潮生崖	Triều Sinh Nhai
lang_area.db	41	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			叠石坪	Stone Pile Plain	重ね石の平地	Điệp Thạch Bình
lang_area.db	42	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			谷北关口	Gubei Pass	谷北部の関所	Cốc Bắc Quan Khẩu
lang_area.db	43	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			开觅旧址	Kaini Remnant Site	開覓旧址	Di Chỉ Khai Mịch
lang_area.db	44	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			龙望郊	Long's Gaze Suburbs	望龍郊	Long Vọng Giao
lang_area.db	45	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			祈池村	Qichi Village	祈池村	Thôn Kỳ Trì
lang_area.db	46	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			夜明坡	Yeming Slide	夜明け坂	Dạ Minh Pha
lang_area.db	47	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			残响集域	Remnant Center	残響集域	Tàn Hưởng Tập Vực
lang_area.db	48	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			离岛群	Lone Isle	離島群	Quần Đảo Ly Đảo
lang_area.db	49	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			新枝地	New Branch	新枝地	Tân Chi Địa
lang_area.db	5	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			荒石高地	Desorock Highland	石崩れの高地	Hoang Thạch Cao Địa
lang_area.db	50	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			遗蜕花圃	Fossil Garden	遺変の花園	Vườn Hoa Di Thuế
lang_area.db	51	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/boss场地空气墙			test/Tường khí trận địa boss
lang_area.db	52	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			落定岭	Settle Range	落定嶺	Lạc Định Lĩnh
lang_area.db	53	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			无存残所	Empty Depository	無残の遺所	Vô Tồn Tàn Sở
lang_area.db	54	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			归思岛	Nostalgia Isle	帰思島	Đảo Quy Tư
lang_area.db	55	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			凋零防线	Withering Frontline	崩れ散った戦線	Phòng Tuyến Điêu Linh
lang_area.db	56	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			岭西基地	West Range Base	西嶺の基地	Căn Cứ Lĩnh Tây
lang_area.db	57	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			焚焰海	Incineranur	焚焔海	Phần Diệm Hải
lang_area.db	58	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			岭西基地焚焰花区域			Khu vực Hoa Phần Diệm Căn Cứ Lĩnh Tây
lang_area.db	59	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			焚焰海区域			Khu vực Phần Diệm Hải
lang_area.db	6	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			遗落原乡	Forsaken Abundance	去られた大地	Di Lạc Nguyên Hương
lang_area.db	60	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			基地焚焰花区域			Khu vực Hoa Phần Diệm căn cứ
lang_area.db	61	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/CE通用气墙			test/Tường khí thông dụng CE
lang_area.db	62	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/伤痕二阶段空气墙			test/Tường khí giai đoạn hai Thương Ngấn
lang_area.db	63	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/等级突破副本空气墙			test/Tường khí phụ bản đột phá cấp độ
lang_area.db	64	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/副本空气墙测试			test/Thử nghiệm tường khí phụ bản
lang_area.db	65	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/副本空气墙测试			test/Thử nghiệm tường khí phụ bản
lang_area.db	66	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/副本空气墙测试			test/Thử nghiệm tường khí phụ bản
lang_area.db	67	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/副本空气墙测试			test/Thử nghiệm tường khí phụ bản
lang_area.db	68	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/技能副本A空气墙			test/Tường khí phụ bản kỹ năng A
lang_area.db	69	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/技能副本B空气墙			test/Tường khí phụ bản kỹ năng B
lang_area.db	7	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			无光之森	Dim Forest	光なき森	Rừng Vô Quang
lang_area.db	70	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/武器副本A空气墙			test/Tường khí phụ bản vũ khí A
lang_area.db	71	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/武器副本B空气墙			test/Tường khí phụ bản vũ khí B
lang_area.db	72	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			鸣钟涧	Tolling Stream	鳴鐘の流れ	Minh Chung Giản
lang_area.db	73	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			纪念广场	Memento Square	記念広場	Quảng Trường Kỷ Niệm
lang_area.db	74	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			云崖	Cloud Cliff	雲崖	Vân Nhai
lang_area.db	75	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			湖区入口	Lake District Entrance	湖への入口	Lối Vào Khu Hồ
lang_area.db	76	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			龙之泪	Long's Tear	龍の涙	Long Chi Lệ
lang_area.db	77	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			迷航海岸	Misty Coast	迷路の海岸	Mê Hàng Hải Ngạn
lang_area.db	78	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			黑石林	Tacetite Forest	黒石林	Rừng Hắc Thạch
lang_area.db	79	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			黑石崖	Tacetite Cliff	黒石崖	Vách Hắc Thạch
lang_area.db	8	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			旧城遗址	Wasted Metropolis	廃城跡	Di Tích Cựu Thành
lang_area.db	80	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			鹰嘴崖	Olecranon Cliff	鷹啄崖	Ưng Chủy Nhai
lang_area.db	81	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			远望营地	Distant Watch Camp	遠望のキャンブ	Trại Viễn Vọng
lang_area.db	82	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			test/主线第一二章限制荒石区域空气墙			test/Tường khí khu vực giới hạn Hoang Thạch chương 1-2 chủ tuyến
lang_area.db	83	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			海蚀之墟	Sea Corrode Ruin	海蝕の廃墟	Hải Thực Chi Khư
lang_area.db	84	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			野客聚落	Hermit Settlement	野人の集落	Tụ Lạc Dã Khách
lang_area.db	85	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			破碎街区	Broken Block	砕かれた街	Phá Toái Nhai Khu
lang_area.db	86	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			挑战空气墙			Tường khí thách đấu
lang_area.db	87	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			闻野滩	Wenye Beach	聞野浜	Văn Dã Than
lang_area.db	88	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			紫月榕	Purple Moon Ficus	紫月榕	Tử Nguyệt Dung
lang_area.db	89	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			露天剧场	Amphitheater	露天劇場	Lộ Thiên Kịch Trường
lang_area.db	9	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			北落野	Norfall Barrens	北落野原	Bắc Lạc Dã
lang_area.db	90	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			幽闭禁林	Forbidden Forest	幽閉の禁林	U Bế Cấm Lâm
lang_area.db	91	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			丛棘步道	Thorny Passage	茨群れの歩道	Tùng Cức Bộ Đạo
lang_area.db	92	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			横牙岭			Hoành Nha Lĩnh
lang_area.db	93	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			隐天一线	Sky Ray	隠天の一線	Ẩn Thiên Nhất Tuyến
lang_area.db	94	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			尘封地轨	Dust-Sealed Track	埋められた軌道	Trần Phong Địa Quỹ
lang_area.db	95	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			鹤栖涧	Crane-Habitat Stream	鶴棲川	Hạc Tê Giản
lang_area.db	96	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			集散中心	Distribution Center	集散センター	Trung Tâm Tập Tán
lang_area.db	97	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			虎口矿场	Hukou Mine	虎口採鉱場	Mỏ Hổ Khẩu
lang_area.db	98	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			星垂江	Star Gaze River	星垂れ江	Tinh Thùy Giang
lang_area.db	99	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			玉关峰	Jade Gate Peak	玉関峰	Ngọc Quan Phong
lang_country.db	1	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			随机势力	Random Forces.	ランダム勢力	Thế Lực Ngẫu Nhiên
lang_country.db	10	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			流放者-猪婆帮	The Piggy.	猪の会	Kẻ Lưu Đày - Trư Bà Bang
lang_country.db	11	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			流放者是各国对游荡在城市外以犯罪和拾荒方式为生的团体的统称。流放者没有统一的组织架构，每个营地之中战力最强的人会作为首领发号施令。在皇龙地区，他们主要集中在旧城遗址中，因人数众多理念不同，已经形成了两个帮派，其中的“猪婆帮”出于某些原因，对外来者似乎没有那么排斥。	Exile is a name for all the individuals and organizations who was tossed out of the city and committed crime and scavenge for a living. They follow no jurisdiction. The most powerful individuals of each camp will have the right to give orders. In Huanglong, they gather in Wasted Metropolis. They're divided into 2 different group cause of their believes. One of the gang seems to be quite welcoming when it comes to outsiders.	追放者とは、各国が犯罪と回収業で生計を立てる都市の外を放浪する人々の集団に対する総称である。 追放者は統一された組織がなく、各陣営で最も強い戦士がリーダーとして命令を下す。皇龍では、主に廃城跡に集中しており、理念の違いによって、2つのギャングを形成しており、一方猪の会の方は、なぜか外来者に対して警戒心が薄いようだ。	Kẻ Lưu Đày là tên gọi chung mà các nước dùng để chỉ những nhóm người sống lang thang bên ngoài thành phố bằng cách phạm tội và nhặt nhạnh. Kẻ Lưu Đày không có cơ cấu tổ chức thống nhất, người mạnh nhất trong mỗi trại sẽ làm thủ lĩnh ra lệnh. Tại khu vực Hoàng Long, họ chủ yếu tập trung ở khu di tích thành cũ, do đông người và khác biệt về lý tưởng, đã hình thành hai băng nhóm, trong đó "Trư Bà Bang" vì một số lý do, dường như không quá bài xích đối với người ngoài.
lang_country.db	12	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			残星会	Fractsidus	残星会	Tàn Tinh Hội
lang_country.db	13	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			游走于世界各地秘密结社，组织中对力量与进化的崇拜近乎病态，目前可知该组织成员外形相对诡异，更多的情报尚在调查中。	A secret association wandered around the world. Their members crave for only power and evolutions and all preserve weird looks. More info of them await for revealing.	世界の各地の秘密結社にに歩き回る。力と進化を病的に追い求めている、メンバーは比較的奇抜な外見をしていることは知られている。詳細な情報はまだ調査中。	Hội kín lang thang khắp nơi trên thế giới, sự sùng bái sức mạnh và tiến hóa trong tổ chức gần như là bệnh thái. Hiện đã biết các thành viên của tổ chức có ngoại hình tương đối kỳ dị, các thông tin chi tiết hơn vẫn đang được điều tra.
lang_country.db	14	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			黑海岸	Black Shores	黒海岸	Hắc Hải Ngạn
lang_country.db	15	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			以黑海岸之名建立神秘的救世组织，游走在世界最险恶之地，不断集聚同伴，始终怀抱理想主义的热火，拯救这个摇摇欲坠的世界。黑海岸的成员与被邀请登岛的客人，都会佩戴一朵黑花作为信物。	A secret organization sworn to save the world under the name of Black Shore. They venture to the most dangerous place and gather allies with the same will to save the world. Their members and their guest will all carry a black flower as a symbol.	黒海岸の名のもとに成立された救世組織、最も危険なところに動き回り、仲間を集め、理想主義を抱き、苦しんでいる世界を救ってみたい。 黒海岸のメンバーに招いたゲストは、その証として黒い花を身につける。	Tổ chức cứu thế thần bí được thành lập dưới danh nghĩa Hắc Hải Ngạn, lang thang ở những nơi hiểm ác nhất thế giới, không ngừng tụ tập đồng đội, luôn ấp ủ ngọn lửa lý tưởng chủ nghĩa, để cứu vớt thế giới đang lung lay này. Các thành viên của Hắc Hải Ngạn và những khách được mời lên đảo đều sẽ đeo một bông hoa đen làm tín vật.
lang_country.db	2	3.4	Hệ thống/Thế giới	Hệ thống/Thế giới			先行公约	Pioneer Association	先駆条約	Hiệp Ước Tiên Phong
