dbfile	key	version	category	folder	speaker	mission	trung_cn	anh_en	nhat_jp	viet_vi
lang_multi_text.db	WeaponConf_21010013_BgDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			夜归常用长刃，经过历代军士改进，如今是战场上最常见的武器。“穿越长夜，胜利归来”不仅是必胜的决心，更是守护的誓言。	May victory prevail the lasting night. In addition to the sworn oath of protection, this broadblade also carries the resolution of those fighting souls.	夜帰の制式長刃。長い間改良を重ねられ、今では主力武器となった。「夜を抜け、帰還する」という守りの誓いは、戦士の決心でもあった。	Đại Kiếm thường dùng của Dạ Quy, trải qua sự cải tiến của nhiều thế hệ quân sĩ, ngày nay là vũ khí phổ biến nhất trên chiến trường. "Vượt qua đêm dài, khải hoàn trở về" không chỉ là quyết tâm tất thắng, mà còn là lời thề bảo vệ.
lang_multi_text.db	WeaponConf_21010013_Desc	3.4	Hội thoại/Cốt truyện	Vũ khí			施放变奏技能时，攻击提升{0}，持续{1}秒。	When Intro Skill is cast, increases ATK by {0}, lasting for {1}s.	変奏スキル発動時、攻撃力が{0}アップ、この効果は{1}秒間持続。	Khi thi triển Kỹ năng Biến Tấu, tấn công tăng {0}, kéo dài {1} giây.
lang_multi_text.db	WeaponConf_21010013_ObtainedShowDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			夜归常用长刃，经过历代军士改进，如今是战场上最常见的武器。“穿越长夜，胜利归来”不仅是必胜的决心，更是守护的誓言。	May victory prevail the lasting night. In addition to the sworn oath of protection, this broadblade also carries the resolution of those fighting souls.	夜帰の制式長刃。長い間改良を重ねられ、今では主力武器となった。「夜を抜け、帰還する」という守りの誓いは、戦士の決心でもあった。	Đại Kiếm thường dùng của Dạ Quy, trải qua sự cải tiến của nhiều thế hệ quân sĩ, ngày nay là vũ khí phổ biến nhất trên chiến trường. "Vượt qua đêm dài, khải hoàn trở về" không chỉ là quyết tâm tất thắng, mà còn là lời thề bảo vệ.
lang_multi_text.db	WeaponConf_21010013_TypeDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			武器	Weapon	武器	Vũ Khí
lang_multi_text.db	WeaponConf_21010013_WeaponName	3.4	Hội thoại/Cốt truyện	Vũ khí			暗夜长刃·玄明	Broadblade of Night	暗夜の長刃・玄明	Đại Kiếm Đêm Đen-Huyền Minh
lang_multi_text.db	WeaponConf_21010014_AttributesDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			沿用了悲鸣前的锻造技法，看似笨重的刀身使用起来却相当轻巧。劈斩时伴有嗡嗡回响，如横跨亘古的低吟。	A pre-Lament forging technique is used, rendering the broadblade lightweight and handy with its cumbersome-looking body. Buzzing sounds can be heard when the wielder slashes, like a croon from time immemorial.	悲鳴の前の鍛冶法を用いて、一見無骨な刀身だが軽く鋭い。振るう度に鳴いた音は、まるで万古から伝わってきた。	Kế thừa kỹ thuật rèn đúc từ trước Bi Minh, thoạt nhìn thân kiếm cồng kềnh nhưng sử dụng lại khá nhẹ nhàng. Khi bổ chém sẽ kèm theo tiếng vang vù vù, như tiếng thì thầm vắt ngang qua thời tiền sử.
lang_multi_text.db	WeaponConf_21010014_BgDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			沿用了悲鸣前的锻造技法，看似笨重的刀身使用起来却相当轻巧。劈斩时伴有嗡嗡回响，如横跨亘古的低吟。	A pre-Lament forging technique is used, rendering the broadblade lightweight and handy with its cumbersome-looking body. Buzzing sounds can be heard when the wielder slashes, like a croon from time immemorial.	悲鳴の前の鍛冶法を用いて、一見無骨な刀身だが軽く鋭い。振るう度に鳴いた音は、まるで万古から伝わってきた。	Kế thừa kỹ thuật rèn đúc từ trước Bi Minh, thoạt nhìn thân kiếm cồng kềnh nhưng sử dụng lại khá nhẹ nhàng. Khi bổ chém sẽ kèm theo tiếng vang vù vù, như tiếng thì thầm vắt ngang qua thời tiền sử.
lang_multi_text.db	WeaponConf_21010014_Desc	3.4	Hội thoại/Cốt truyện	Vũ khí			dnt/受到伤害时，增加自身{0}%攻击和{1}%防御，效果持续10秒，可叠加3层。	When receiving damage, ATK is increased by {0}% and DEF by {1}% for 10s. Can be stacked up to 3 times.	ダメージを受けた時、自分の攻撃力が{0}、防御力が{1}アップ、この効果は最大3スタック、10秒間持続。	Khi chịu sát thương, bản thân tăng {0} Tấn công và {1} Phòng thủ, cộng dồn tối đa 3 tầng, kéo dài 10s.
lang_multi_text.db	WeaponConf_21010014_ObtainedShowDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			沿用了悲鸣前的锻造技法，看似笨重的刀身使用起来却相当轻巧。劈斩时伴有嗡嗡回响，如横跨亘古的低吟。	A pre-Lament forging technique is used, rendering the broadblade lightweight and handy with its cumbersome-looking body. Buzzing sounds can be heard when the wielder slashes, like a croon from time immemorial.	悲鳴の前の鍛冶法を用いて、一見無骨な刀身だが軽く鋭い。振るう度に鳴いた音は、まるで万古から伝わってきた。	Kế thừa kỹ thuật rèn đúc từ trước Bi Minh, thoạt nhìn thân kiếm cồng kềnh nhưng sử dụng lại khá nhẹ nhàng. Khi bổ chém sẽ kèm theo tiếng vang vù vù, như tiếng thì thầm vắt ngang qua thời tiền sử.
lang_multi_text.db	WeaponConf_21010014_TypeDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			武器	Weapon	武器	Vũ Khí
lang_multi_text.db	WeaponConf_21010014_WeaponName	3.4	Hội thoại/Cốt truyện	Vũ khí			超声裁决	Ultrasonic Judgement	超音・審判	Phán Quyết Siêu Âm
lang_multi_text.db	WeaponConf_21010015_AttributesDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			凝视它——在凛冽的刃锋之中，仿佛能看到微风骤起，那片无止尽的湖水泛起阵阵冰寒粼光。忘我地挥舞这把长刃，便能感觉到如水般清澈的刀身中积蓄的能量。	Gaze upon this Broadblade, its sharp edges gleaming in the frigid air. Wield it to feel power coursing through you like a raging river.	見つめよう——鋭い刃先には、風の冷気が感じられる。生き物のような水面の乱反射。この武器を手に取る者は、その内なるエナジーに抱擁される。	Nhìn chằm chằm vào nó - trong lưỡi dao sắc lạnh, dường như có thể thấy gió nhẹ đột ngột nổi lên, mặt hồ vô tận đó gợn lên những tia sáng băng giá. Mải mê vung vẩy thanh Đại Kiếm này, liền có thể cảm nhận được năng lượng tích tụ trong thân kiếm trong vắt như nước.
lang_multi_text.db	WeaponConf_21010015_BgDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			凝视它——在凛冽的刃锋之中，仿佛能看到微风骤起，那片无止尽的湖水泛起阵阵冰寒粼光。忘我地挥舞这把长刃，便能感觉到如水般清澈的刀身中积蓄的能量。	Gaze upon this Broadblade, its sharp edges gleaming in the frigid air. Wield it to feel power coursing through you like a raging river.	見つめよう——鋭い刃先には、風の冷気が感じられる。生き物のような水面の乱反射。この武器を手に取る者は、その内なるエナジーに抱擁される。	Nhìn chằm chằm vào nó - trong lưỡi dao sắc lạnh, dường như có thể thấy gió nhẹ đột ngột nổi lên, mặt hồ vô tận đó gợn lên những tia sáng băng giá. Mải mê vung vẩy thanh Đại Kiếm này, liền có thể cảm nhận được năng lượng tích tụ trong thân kiếm trong vắt như nước.
lang_multi_text.db	WeaponConf_21010015_Desc	3.4	Hội thoại/Cốt truyện	Vũ khí			共鸣效率提升{0}。施放共鸣技能时，共鸣解放伤害加成提升{1}，可叠加{2}层，持续{3}秒。	Increases Energy Regen by {0}. When Resonance Skill is cast, Resonance Liberation DMG Bonus is increased by {1}, stacking up to {2} times. This effect lasts for {3}s.	共鳴効率{0}アップ。共鳴スキル発動時、共鳴解放ダメージが{1}アップ、この効果は最大{2}スタック、{3}秒間持続。	Hiệu suất Cộng hưởng tăng {0}. Khi thi triển Kỹ Năng Cộng Hưởng, sát thương Giải Phóng Cộng Hưởng được tăng thêm {1}, có thể cộng dồn {2} tầng, kéo dài {3} giây.
lang_multi_text.db	WeaponConf_21010015_ObtainedShowDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			凝视它——在凛冽的刃锋之中，仿佛能看到微风骤起，那片无止尽的湖水泛起阵阵冰寒粼光。忘我地挥舞这把长刃，便能感觉到如水般清澈的刀身中积蓄的能量。	Gaze upon this Broadblade, its sharp edges gleaming in the frigid air. Wield it to feel power coursing through you like a raging river.	見つめよう——鋭い刃先には、風の冷気が感じられる。生き物のような水面の乱反射。この武器を手に取る者は、その内なるエナジーに抱擁される。	Nhìn chằm chằm vào nó - trong lưỡi dao sắc lạnh, dường như có thể thấy gió nhẹ đột ngột nổi lên, mặt hồ vô tận đó gợn lên những tia sáng băng giá. Mải mê vung vẩy thanh Đại Kiếm này, liền có thể cảm nhận được năng lượng tích tụ trong thân kiếm trong vắt như nước.
lang_multi_text.db	WeaponConf_21010015_TypeDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			武器	Weapon	武器	Vũ Khí
lang_multi_text.db	WeaponConf_21010015_WeaponName	3.4	Hội thoại/Cốt truyện	Vũ khí			浩境粼光	Lustrous Razor	仙境の湖光	Hạo Cảnh Lân Quang
lang_multi_text.db	WeaponConf_21010016_AttributesDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			千年高山为脊，万载江水为刃，天地自化，凝成此器。利刃出鞘，龙吟破空，顷刻间白波若山，海水震荡，声侔鬼神，惮赫千里。	The ancient mountain stands tall, its peak reaching towards the sky. A river flows for thousands of years, forming the blade of a powerful weapon. As it is unsheathed, a powerful dragon's roar echoes through the heavens and earth, causing the sea to churn. This awe-inspiring weapon strikes fear in all who witness its might.	連なる山を棟に、途切れぬ川を刃に。自然が自ら生み出した傑作である。鞘から抜かれし際は、空を貫く龍の声と相まって、山も海も激変し、鬼神をも退ける。	Lấy núi cao ngàn năm làm sống kiếm, nước sông vạn dặm làm lưỡi kiếm, thiên địa tự hóa, ngưng kết thành vũ khí này. Lưỡi gươm sắc bén ra khỏi vỏ, tiếng rồng ngâm xé toạc không trung, trong chốc lát sóng trắng như núi, nước biển chấn động, âm thanh ngang với quỷ thần, khiến ngàn dặm phải khiếp sợ.
lang_multi_text.db	WeaponConf_21010016_BgDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			千年高山为脊，万载江水为刃，天地自化，凝成此器。利刃出鞘，龙吟破空，顷刻间白波若山，海水震荡，声侔鬼神，惮赫千里。	The ancient mountain stands tall, its peak reaching towards the sky. A river flows for thousands of years, forming the blade of a powerful weapon. As it is unsheathed, a powerful dragon's roar echoes through the heavens and earth, causing the sea to churn. This awe-inspiring weapon strikes fear in all who witness its might.	連なる山を棟に、途切れぬ川を刃に。自然が自ら生み出した傑作である。鞘から抜かれし際は、空を貫く龍の声と相まって、山も海も激変し、鬼神をも退ける。	Lấy núi cao ngàn năm làm sống kiếm, nước sông vạn dặm làm lưỡi kiếm, thiên địa tự hóa, ngưng kết thành vũ khí này. Lưỡi gươm sắc bén ra khỏi vỏ, tiếng rồng ngâm xé toạc không trung, trong chốc lát sóng trắng như núi, nước biển chấn động, âm thanh ngang với quỷ thần, khiến ngàn dặm phải khiếp sợ.
lang_multi_text.db	WeaponConf_21010016_Desc	3.4	Hội thoại/Cốt truyện	Vũ khí			全属性伤害加成提升{0}。每次施放变奏技能或共鸣解放时，自身重击伤害加成提升{1}，可叠加{2}层，效果持续{3}秒。	Increases Attribute DMG Bonus by {0}. Every time Intro Skill or Resonance Liberation is cast, increases Heavy Attack DMG Bonus by {1}, stacking up to {2} time(s). This effect lasts for {3}s.	全属性ダメージ{0}アップ。変奏スキル・共鳴解放発動時、自身の重撃ダメージが{1}アップ、この効果は最大{2}スタック、{3}秒間持続。	Tăng thêm {0} sát thương toàn thuộc tính. Mỗi khi thi triển Kỹ năng Biến Tấu hoặc Giải Phóng Cộng Hưởng, sát thương Đánh Mạnh của bản thân tăng thêm {1}, có thể cộng dồn {2} tầng, hiệu quả kéo dài {3} giây.
lang_multi_text.db	WeaponConf_21010016_ObtainedShowDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			千年高山为脊，万载江水为刃，天地自化，凝成此器。利刃出鞘，龙吟破空，顷刻间白波若山，海水震荡，声侔鬼神，惮赫千里。	The ancient mountain stands tall, its peak reaching towards the sky. A river flows for thousands of years, forming the blade of a powerful weapon. As it is unsheathed, a powerful dragon's roar echoes through the heavens and earth, causing the sea to churn. This awe-inspiring weapon strikes fear in all who witness its might.	連なる山を棟に、途切れぬ川を刃に。自然が自ら生み出した傑作である。鞘から抜かれし際は、空を貫く龍の声と相まって、山も海も激変し、鬼神をも退ける。	Lấy núi cao ngàn năm làm sống kiếm, nước sông vạn dặm làm lưỡi kiếm, thiên địa tự hóa, ngưng kết thành vũ khí này. Lưỡi gươm sắc bén ra khỏi vỏ, tiếng rồng ngâm xé toạc không trung, trong chốc lát sóng trắng như núi, nước biển chấn động, âm thanh ngang với quỷ thần, khiến ngàn dặm phải khiếp sợ.
lang_multi_text.db	WeaponConf_21010016_TypeDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			武器	Weapon	武器	Vũ Khí
lang_multi_text.db	WeaponConf_21010016_WeaponName	3.4	Hội thoại/Cốt truyện	Vũ khí			苍鳞千嶂	Verdant Summit	蒼鱗連峰	Thương Lân Thiên Chướng
lang_multi_text.db	WeaponConf_21010023_AttributesDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			为开发新型黑石武器，华胥研究院以技术验证为目的打造的测试型长刃，除了不俗的武器性能，最大的特点是能通过攻击提高共鸣者身体活性治愈伤口。	To create new Tacetite weapons, the Huaxu Academy designed this test Broadblade for technical verification. Its main feature is healing through attacks, improving the physical abilities of Resonators while exhibiting impressive weapon performance.	新型黒石武器を開発するため、華胥研究院が技術テスト用に作った試作品。強い性能以外に、攻撃行為により共鳴者の身体能力を向上し、傷を癒す効果を持つ。	Để phát triển vũ khí Hắc Thạch kiểu mới, Viện nghiên cứu Hoa Tư đã chế tạo Đại Kiếm thử nghiệm với mục đích kiểm chứng kỹ thuật, ngoài tính năng vũ khí vượt trội, đặc điểm lớn nhất là có thể nâng cao hoạt tính cơ thể của Cộng Hưởng Giả thông qua tấn công để chữa lành vết thương.
lang_multi_text.db	WeaponConf_21010023_BgDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			为开发新型黑石武器，华胥研究院以技术验证为目的打造的测试型长刃，除了不俗的武器性能，最大的特点是能通过攻击提高共鸣者身体活性治愈伤口。	To create new Tacetite weapons, the Huaxu Academy designed this test Broadblade for technical verification. Its main feature is healing through attacks, improving the physical abilities of Resonators while exhibiting impressive weapon performance.	新型黒石武器を開発するため、華胥研究院が技術テスト用に作った試作品。強い性能以外に、攻撃行為により共鳴者の身体能力を向上し、傷を癒す効果を持つ。	Để phát triển vũ khí Hắc Thạch kiểu mới, Viện nghiên cứu Hoa Tư đã chế tạo Đại Kiếm thử nghiệm với mục đích kiểm chứng kỹ thuật, ngoài tính năng vũ khí vượt trội, đặc điểm lớn nhất là có thể nâng cao hoạt tính cơ thể của Cộng Hưởng Giả thông qua tấn công để chữa lành vết thương.
lang_multi_text.db	WeaponConf_21010023_Desc	3.4	Hội thoại/Cốt truyện	Vũ khí			施放共鸣技能时，回复自身{0}生命值，每{1}秒可触发{2}次。	When Resonance Skill is cast, heals {0} of the Resonator's Max HP. This effect can be triggered {2} time(s) every {1}s.	共鳴スキル発動時、自身のHPを{0}回復。この効果は{1}秒ごとに最大{2}回発動可能。	Khi thi triển Kỹ Năng Cộng Hưởng, hồi phục {0} HP cho bản thân, mỗi {1} giây có thể kích hoạt {2} lần.
lang_multi_text.db	WeaponConf_21010023_ObtainedShowDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			为开发新型黑石武器，华胥研究院以技术验证为目的打造的测试型长刃，除了不俗的武器性能，最大的特点是能通过攻击提高共鸣者身体活性治愈伤口。	To create new Tacetite weapons, the Huaxu Academy designed this test Broadblade for technical verification. Its main feature is healing through attacks, improving the physical abilities of Resonators while exhibiting impressive weapon performance.	新型黒石武器を開発するため、華胥研究院が技術テスト用に作った試作品。強い性能以外に、攻撃行為により共鳴者の身体能力を向上し、傷を癒す効果を持つ。	Để phát triển vũ khí Hắc Thạch kiểu mới, Viện nghiên cứu Hoa Tư đã chế tạo Đại Kiếm thử nghiệm với mục đích kiểm chứng kỹ thuật, ngoài tính năng vũ khí vượt trội, đặc điểm lớn nhất là có thể nâng cao hoạt tính cơ thể của Cộng Hưởng Giả thông qua tấn công để chữa lành vết thương.
lang_multi_text.db	WeaponConf_21010023_TypeDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			武器	Weapon	武器	Vũ Khí
lang_multi_text.db	WeaponConf_21010023_WeaponName	3.4	Hội thoại/Cốt truyện	Vũ khí			源能长刃·测壹	Originite: Type I	本源長刃・試作壱	Đại Kiếm Nguồn Năng-Đo 1
lang_multi_text.db	WeaponConf_21010024_AttributesDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			以乐谱频率为灵感创作的长刃。音阶下行，手持此刃，将以异响之力引领战局，佳作永不落幕。	A descending adagio. This broadblade dominates the battlefield with the power of discordance. The curtain never falls on a masterpiece.	楽譜にインスパイアされ作成した長刃。音階は、降順。異響の力を以て、戦局を制する終わらぬ名作となる。	Đại Kiếm được sáng tác với nguồn cảm hứng từ tần số bản nhạc. Âm giai đi xuống, cầm thanh kiếm này trong tay, sẽ dùng sức mạnh của dị âm để dẫn dắt chiến cuộc, tác phẩm tuyệt vời sẽ không bao giờ hạ màn.
lang_multi_text.db	WeaponConf_21010024_BgDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			以乐谱频率为灵感创作的长刃。音阶下行，手持此刃，将以异响之力引领战局，佳作永不落幕。	A descending adagio. This broadblade dominates the battlefield with the power of discordance. The curtain never falls on a masterpiece.	楽譜にインスパイアされ作成した長刃。音階は、降順。異響の力を以て、戦局を制する終わらぬ名作となる。	Đại Kiếm được sáng tác với nguồn cảm hứng từ tần số bản nhạc. Âm giai đi xuống, cầm thanh kiếm này trong tay, sẽ dùng sức mạnh của dị âm để dẫn dắt chiến cuộc, tác phẩm tuyệt vời sẽ không bao giờ hạ màn.
lang_multi_text.db	WeaponConf_21010024_Desc	3.4	Hội thoại/Cốt truyện	Vũ khí			施放共鸣技能时，回复{0}点协奏能量，每{1}秒可触发{2}次。	When Resonance Skill is cast, restores {0} Concerto Energy. This effect can be triggered {2} time(s) every {1}s.	共鳴スキル発動時、協奏エネルギーを{0}Pt獲得する。この効果は{1}秒ごとに{2}回発動可能。	Khi thi triển Kỹ Năng Cộng Hưởng, hồi phục {0} điểm Năng lượng Hiệp Tấu, mỗi {1} giây có thể kích hoạt {2} lần.
lang_multi_text.db	WeaponConf_21010024_ObtainedShowDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			以乐谱频率为灵感创作的长刃。音阶下行，手持此刃，将以异响之力引领战局，佳作永不落幕。	A descending adagio. This broadblade dominates the battlefield with the power of discordance. The curtain never falls on a masterpiece.	楽譜にインスパイアされ作成した長刃。音階は、降順。異響の力を以て、戦局を制する終わらぬ名作となる。	Đại Kiếm được sáng tác với nguồn cảm hứng từ tần số bản nhạc. Âm giai đi xuống, cầm thanh kiếm này trong tay, sẽ dùng sức mạnh của dị âm để dẫn dắt chiến cuộc, tác phẩm tuyệt vời sẽ không bao giờ hạ màn.
lang_multi_text.db	WeaponConf_21010024_TypeDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			武器	Weapon	武器	Vũ Khí
lang_multi_text.db	WeaponConf_21010024_WeaponName	3.4	Hội thoại/Cốt truyện	Vũ khí			异响空灵	Discord	霊感ディスコード	Dị Hưởng Không Linh
lang_multi_text.db	WeaponConf_21010025_AttributesDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			存在异常，如有疑问请联系官方客服	test breakout group's weapons.	エラーが発生しました、ご不明点がありましたら、サポートにお問い合わせください	Có bất thường, nếu có thắc mắc vui lòng liên hệ chăm sóc khách hàng chính thức
lang_multi_text.db	WeaponConf_21010025_BgDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			存在异常，如有疑问请联系官方客服	test breakout group's weapons.	エラーが発生しました、ご不明点がありましたら、サポートにお問い合わせください	Có bất thường, nếu có thắc mắc vui lòng liên hệ chăm sóc khách hàng chính thức
lang_multi_text.db	WeaponConf_21010025_Desc	3.4	Hội thoại/Cốt truyện	Vũ khí			存在异常，如有疑问请联系官方客服	attack boost {0}%.	エラーが発生しました、ご不明点がありましたら、サポートにお問い合わせください	Có bất thường, nếu có thắc mắc vui lòng liên hệ chăm sóc khách hàng chính thức
lang_multi_text.db	WeaponConf_21010025_ObtainedShowDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			存在异常，如有疑问请联系官方客服	test breakout group's weapons.	エラーが発生しました、ご不明点がありましたら、サポートにお問い合わせください	Có bất thường, nếu có thắc mắc vui lòng liên hệ chăm sóc khách hàng chính thức
lang_multi_text.db	WeaponConf_21010025_TypeDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			武器	Weapon	武器	Vũ Khí
lang_multi_text.db	WeaponConf_21010026_AttributesDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			剑刃挥斩之间，得以窥见日月流转、物换星移。剑中似有万象，而万象归于其一。温润的剑气仿佛能化解这世上一切坚不可摧之物，不论是凝结千年的寒冰，还是停滞不前的时光。	Each swing of the blade reveals the flow of time and the change of the stars. The sword embodies all things, uniting them into one. Its gentle aura seems capable of dissolving the indestructible, whether it's millennia-old ice or the stagnation of time.	刃が翻る時、流転する万象が垣間見える。すべてはこの剣に宿り、やがて万物は一に帰す。その流麗で温かな剣気は、千年の氷塊を溶かし、止まった時さえも動かす。	Trong những nhát chém vung kiếm, có thể nhìn trộm được nhật nguyệt luân chuyển, vạn vật đổi dời. Trong kiếm dường như có vạn tượng, mà vạn tượng lại quy về một. Kiếm khí ôn hòa dường như có thể hóa giải mọi vật kiên cố nhất trên thế gian này, cho dù là băng hàn ngưng kết ngàn năm, hay thời gian dậm chân tại chỗ.
lang_multi_text.db	WeaponConf_21010026_BgDescription	3.4	Hội thoại/Cốt truyện	Vũ khí			剑刃挥斩之间，得以窥见日月流转、物换星移。剑中似有万象，而万象归于其一。温润的剑气仿佛能化解这世上一切坚不可摧之物，不论是凝结千年的寒冰，还是停滞不前的时光。	Each swing of the blade reveals the flow of time and the change of the stars. The sword embodies all things, uniting them into one. Its gentle aura seems capable of dissolving the indestructible, whether it's millennia-old ice or the stagnation of time.	刃が翻る時、流転する万象が垣間見える。すべてはこの剣に宿り、やがて万物は一に帰す。その流麗で温かな剣気は、千年の氷塊を溶かし、止まった時さえも動かす。	Trong những nhát chém vung kiếm, có thể nhìn trộm được nhật nguyệt luân chuyển, vạn vật đổi dời. Trong kiếm dường như có vạn tượng, mà vạn tượng lại quy về một. Kiếm khí ôn hòa dường như có thể hóa giải mọi vật kiên cố nhất trên thế gian này, cho dù là băng hàn ngưng kết ngàn năm, hay thời gian dậm chân tại chỗ.
